year,up,low,error_up,error_low
1844,9.13984375,-10.06015625,0.14967992603763136,-0.14967992603763136
1845,9.834158805031448,-10.200841194968552,0.1533289442752377,-0.1533289442752377
1846,10.117316594743048,-10.842683405256963,0.15900613567174027,-0.15900613567174027
1847,10.110867006669285,-10.389132993330717,0.1569170471596113,-0.1569170471596113
1848,9.448827667057447,-10.011172332942554,0.15467980029728423,-0.15467980029728423
1849,9.25547768206736,-9.964522317932653,0.15317910749689645,-0.15317910749689645
1850,9.6656605252842,-10.084339474715799,0.15087789661057371,-0.15087789661057371
1851,9.243241973375113,-9.091758026624902,0.14142227206380475,-0.14142227206380475
1852,9.723953974895398,-9.076046025104603,0.13926620588160787,-0.13926620588160787
1853,10.447068790240595,-11.052931209759405,0.15677963960480668,-0.15677963960480668
1854,9.58363499245852,-9.316365007541478,0.14718588936238142,-0.14718588936238142
1855,10.342314436002336,-12.007685563997661,0.14955596642781543,-0.14955596642781543
1856,9.696229648671808,-10.20377035132819,0.13405646579273878,-0.13405646579273878
1857,11.056108247422687,-11.108891752577321,0.18076897325265762,-0.18076897325265762
1858,11.53006446571596,-12.41993553428404,0.13010416396958568,-0.13010416396958568
1859,10.182332744751815,-10.867667255248184,0.11834232362380348,-0.11834232362380348
1860,10.409965960665657,-11.090034039334341,0.1135210589694573,-0.1135210589694573
1861,9.654282794500183,-10.195717205499815,0.10957360639518399,-0.10957360639518399
1862,9.546769547325102,-11.203230452674898,0.11674074866814266,-0.11674074866814266
1863,9.26338296713274,-8.486617032867262,0.09427196464590892,-0.09427196464590892
1864,10.1230174563591,-11.676982543640898,0.10944728942003579,-0.10944728942003579
1865,10.320778443113763,-11.439221556886228,0.10982948196777187,-0.10982948196777187
1866,10.329674649250121,-10.97032535074988,0.09389602713809886,-0.09389602713809886
1867,11.207270781707592,-12.442729218292408,0.09592748769276582,-0.09592748769276582
1868,11.819246269469556,-12.730753730530443,0.09979482683312213,-0.09979482683312213
1869,11.328867053070093,-12.321132946929906,0.08908229930355382,-0.08908229930355382
1870,12.239152920196167,-13.690847079803829,0.09367008658454523,-0.09367008658454523
1871,12.377136016758941,-13.722863983241059,0.08734029793985698,-0.08734029793985698
1872,13.510354892780766,-15.039645107219233,0.08183529781176269,-0.08183529781176269
1873,13.236083886850295,-14.263916113149705,0.07182720981914414,-0.07182720981914414
1874,12.625417147251058,-13.624582852748944,0.06319036924207211,-0.06319036924207211
1875,13.091381270427737,-15.258618729572262,0.0657444120635784,-0.0657444120635784
1876,13.33913986210339,-14.16086013789661,0.05937116802004638,-0.05937116802004638
1877,12.442595568335587,-12.857404431664412,0.05237612440727091,-0.05237612440727091
1878,12.355509197065206,-13.144490802934794,0.053351086715730744,-0.053351086715730744
1879,13.344527899456459,-15.25547210054354,0.05330952328220384,-0.05330952328220384
1880,12.638938327593214,-14.161061672406785,0.05020312079080469,-0.05020312079080469
1881,13.45511943379534,-13.994880566204658,0.050889351093541535,-0.050889351093541535
1882,12.4234180493592,-13.2265819506408,0.04348011610593083,-0.04348011610593083
1883,12.850764600618188,-14.749235399381813,0.04443553688002577,-0.04443553688002666
1884,13.29160892763207,-14.458391072367927,0.043061667788432345,-0.043061667788432345
1885,13.670081068462528,-15.029918931537471,0.04270641862083835,-0.04270641862083835
1886,13.515313374826732,-15.084686625173267,0.042251071696997045,-0.042251071696997045
1887,14.187653927675122,-14.962346072324879,0.041648616908666725,-0.041648616908666725
1888,13.811362603901923,-15.338637396098076,0.04033001322606289,-0.04033001322606289
1889,13.182897408821379,-14.067102591178621,0.036707235588108844,-0.036707235588108844
1890,14.134135543072766,-13.915864456927235,0.06886480819375684,-0.06886480819375684
1891,13.007608366488101,-14.0423916335119,0.03602138135278743,-0.03602138135278743
1892,14.48118789850147,-14.968812101498528,0.03460928655591289,-0.03460928655591289
1893,14.302251206969448,-15.947748793030552,0.021284687541403002,-0.021284687541403002
1894,13.544594641827304,-14.555405358172695,0.018772181203823735,-0.018772181203823735
1895,14.380872290013343,-16.119127709986657,0.01923947329803255,-0.01923947329803255
1896,14.030346431602183,-14.869653568397817,0.017517796352317205,-0.017517796352317205
1897,13.705924420958292,-15.044075579041708,0.016706494417414675,-0.016706494417414675
1898,13.999143039151186,-14.600856960848814,0.015918893676897028,-0.015918893676897028
1899,14.12213517493526,-15.62786482506474,0.016736335665054725,-0.016736335665054725
1900,14.004410400858438,-14.845589599141562,0.015544303174838348,-0.015544303174838348
1901,14.389421149295057,-15.060578850704944,0.015304817658130077,-0.015304817658130077
1902,13.480384849393715,-14.869615150606284,0.014360190076695645,-0.014360190076695645
1903,13.33731623174574,-14.662683768254258,0.013806012325893846,-0.013806012325893846
1904,13.506298738464672,-15.093701261535328,0.013931812809842015,-0.013931812809842015
1905,13.70755257230086,-14.892447427699139,0.013819261661845772,-0.013819261661845772
1906,13.148330144677079,-14.501669855322922,0.013073192730622907,-0.013073192730622907
1907,13.23364757840202,-13.716352421597978,0.012840458945550637,-0.012840458945550637
1908,13.079928396225771,-14.32007160377423,0.012491374792679366,-0.012491374792679366
1909,13.573291393961783,-15.076708606038217,0.012985198244106044,-0.012985198244106044
1910,13.11421371813928,-14.685786281860718,0.01241601117309088,-0.01241601117309088
1911,13.952179669726968,-14.647820330273031,0.012627416967875504,-0.012627416967875504
1912,14.125922045037278,-15.02407795496272,0.012557555297515677,-0.012557555297515677
1913,13.898472995759333,-14.651527004240666,0.01209415824873794,-0.01209415824873794
1914,13.940949929897586,-15.209050070102414,0.01209960534618304,-0.01209960534618304
1915,13.022170961983415,-14.277829038016584,0.011146654258668676,-0.011146654258668676
1916,14.317275065031904,-15.982724934968097,0.012257754443634639,-0.012257754443634639
1917,14.216317416532915,-15.783682583467083,0.012214484373833656,-0.012214484373833656
1918,13.786324775402239,-15.36367522459776,0.011892936686193067,-0.011892936686193067
1919,14.223877769182383,-15.226122230817616,0.011977016294373755,-0.011977016294373755
1920,13.549549189248589,-14.50045081075141,0.011443822160817518,-0.011443822160817518
1921,13.395408313533505,-14.404591686466496,0.01102581079249454,-0.01102581079249454
1922,13.74429191425896,-15.455708085741039,0.011744613983085017,-0.011744613983085017
1923,13.57980318152085,-14.220196818479149,0.010993954799912942,-0.010993954799912942
1924,13.735802937296073,-15.164197062703925,0.011466570419623068,-0.011466570419623068
1925,14.001379447088151,-14.598620552911848,0.011063883648011696,-0.011063883648011696
1926,14.002564187075176,-14.897435812924824,0.010938758894788236,-0.010938758894788236
1927,13.463952273443745,-14.886047726556255,0.011015116243585865,-0.011015116243585865
1928,13.449328640667026,-14.100671359332972,0.010481442753590642,-0.010481442753590642
1929,14.298816718314026,-16.001183281685975,0.011485331291698486,-0.011485331291698486
1930,13.907586685369624,-15.242413314630376,0.01095798404603876,-0.01095798404603876
1931,14.04508462183627,-14.10491537816373,0.010259568065711377,-0.010259568065711377
1932,13.846539443955328,-15.603460556044672,0.010709171686448471,-0.010709171686448471
1933,14.355724146348654,-15.094275853651347,0.010808142196847115,-0.010808142196847115
1934,13.80542761496074,-14.84457238503926,0.010472240137113786,-0.010472240137113786
1935,14.285812368348653,-14.914187631651348,0.01052211134632941,-0.01052211134632941
1936,15.363732591859819,-16.58626740814018,0.01125972884717541,-0.01125972884717541
1937,15.020168630618256,-16.329831369381743,0.010686292046157675,-0.010686292046157675
1938,13.976693146661516,-15.173306853338485,0.010020196727992925,-0.010020196727992925
1939,14.385017119458539,-15.06498288054146,0.00997794754920811,-0.00997794754920811
1940,14.52909069753672,-16.62090930246328,0.010142118953012869,-0.010142118953012869
1941,14.426576483333463,-15.173423516666537,0.009842267316788167,-0.009842267316788167
1942,14.445385472627175,-15.854614527372824,0.009910417122071635,-0.009910417122071635
1943,14.854808989602073,-15.445191010397927,0.009918222571677404,-0.009918222571677404
1944,14.222612851416715,-15.427387148583286,0.009578655037643102,-0.009578655037643102
1945,14.376013976370377,-15.873986023629623,0.009655419730282944,-0.009655419730282944
1946,13.688825270884127,-14.91117472911587,0.009366282803753734,-0.009366282803753734
1947,14.651059998674388,-15.848940001325612,0.009546154896360903,-0.009546154896360903
1948,14.40904658574977,-16.140953414250227,0.009178787052059434,-0.009178787052059434
1949,14.159652169944732,-15.590347830055268,0.008839052335030573,-0.008839052335030573
1950,13.884044195881648,-15.81595580411835,0.008819623021151912,-0.008819623021151912
1951,14.456247444075283,-15.543752555924716,0.008484331878413798,-0.008484331878413798
1952,14.646216460115355,-15.253783539884646,0.008252528351093247,-0.008252528351093247
1953,14.14135328037015,-14.15864671962985,0.007791300392543832,-0.007791300392543832
1954,14.726637305699485,-14.773362694300516,0.008066706664934031,-0.008066706664934031
1955,15.145441685583235,-16.504558314416766,0.008419391524460806,-0.008419391524460806
1956,14.92226945292137,-15.77773054707863,0.008118285274868242,-0.008118285274868242
1957,14.370189385747796,-14.779810614252204,0.007688810747035646,-0.007688810747035646
1958,14.429580908571813,-15.320419091428187,0.007748494686733665,-0.007748494686733665
1959,14.666673339371316,-15.283326660628685,0.007728308412296769,-0.007728308412296769
1960,14.876535081038412,-16.073464918961587,0.007686513728499378,-0.007686513728499378
1961,14.414625856514222,-14.985374143485778,0.007368202998724982,-0.007368202998724982
1962,14.475584773600467,-15.524415226399533,0.0073987957981795915,-0.0073987957981795915
1963,14.664200092628242,-16.985799907371756,0.00756837940776478,-0.00756837940776478
1964,14.84401381196718,-15.45598618803282,0.00732870562299226,-0.00732870562299226
1965,14.298303963990303,-15.251696036009697,0.007223346830460997,-0.007223346830460997
1966,14.416763620027913,-15.683236379972088,0.00727367346991592,-0.00727367346991592
1967,13.691602981366811,-14.958397018633189,0.006962339846543486,-0.006962339846543486
1968,14.539790889158017,-15.160209110841983,0.007104295324284138,-0.007104295324284138
1969,14.795016451343383,-16.004983548656618,0.007336644369765111,-0.007336644369765111
1970,14.968897098875976,-15.931102901124024,0.007273465864537698,-0.007273465864537698
1971,14.50196309329971,-15.69803690670029,0.0071631878171221075,-0.0071631878171221075
1972,14.508039333567247,-15.491960666432753,0.007290098276243384,-0.007290098276243384
1973,14.336397132412861,-14.81360286758714,0.006971691987899931,-0.006971691987899931
1974,14.018692612004946,-14.531307387995053,0.006958650245596942,-0.006958650245596942
1975,14.504856787026844,-15.195143212973157,0.006989425547331507,-0.006989425547331507
1976,14.139716810823463,-15.560283189176536,0.007116980204727952,-0.007116980204727952
1977,14.67357857164399,-15.926421428356011,0.007341803991156581,-0.007341803991156581
1978,15.223188538589147,-16.976811461410854,0.007488816426354461,-0.007488816426354461
1979,14.849709204330653,-16.300290795669348,0.007506077296632441,-0.007506077296632441
1980,15.335586743190134,-16.139413256809863,0.007421633555335205,-0.007421633555335205
1981,14.2146537065628,-14.9353462934372,0.007031230197080518,-0.007031230197080518
1982,14.489442694626792,-15.960557305373207,0.007431878960048266,-0.007431878960048266
1983,14.731564607994766,-15.068435392005235,0.007234696117798478,-0.007234696117798478
1984,14.611694366294127,-15.238305633705874,0.007345266315963883,-0.007345266315963883
1985,14.902557777526711,-17.397442222473288,0.007762558903491978,-0.007762558903491978
1986,14.546580335222066,-15.203419664777934,0.007235244189775614,-0.007235244189775614
1987,14.603589367301982,-15.346410632698017,0.007319093443671321,-0.007319093443671321
1988,14.81092378010407,-15.739076219895932,0.007566333849169382,-0.007566333849169382
1989,14.406992166286045,-15.843007833713955,0.007388721281003541,-0.007388721281003541
1990,14.135071724222309,-14.314928275777692,0.007215719288065969,-0.007215719288065969
1991,14.625369712676227,-15.124630287323775,0.007352989816054034,-0.007352989816054034
1992,13.797272967923941,-14.452727032076059,0.007052039428135259,-0.007052039428135259
1993,14.701362550765461,-15.448637449234539,0.007466807577989343,-0.007466807577989343
1994,14.384445725950378,-15.515554274049622,0.007504882484301589,-0.007504882484301589
1995,14.641329166764596,-15.358670833235404,0.007321794702701112,-0.007321794702701112
1996,14.98678176977886,-16.36321823022114,0.007737352608272019,-0.007737352608272019
1997,14.498257300482237,-15.201742699517762,0.0073988676842766665,-0.0073988676842766665
1998,14.602366102348777,-14.797633897651224,0.0074578027491245535,-0.0074578027491245535
1999,14.251148054181249,-14.348851945818751,0.007376882203075752,-0.007376882203075752
2000,14.494770275420596,-15.455229724579405,0.0075222167533528506,-0.0075222167533528506
2001,14.334095105153153,-15.365904894846848,0.007453873860237437,-0.007453873860237437
2002,14.890272767873835,-15.109727232126167,0.007464916708814329,-0.007464916708814329
2003,14.465794209882613,-15.684205790117387,0.00755024053858655,-0.00755024053858655
2004,14.016375883974598,-15.133624116025402,0.007461081609644538,-0.007461081609644538
2005,14.643237909777815,-15.406762090222188,0.007684622723486356,-0.007684622723486356
2006,14.38968191260425,-14.810318087395752,0.007589854949385355,-0.007589854949385355
2007,14.427026103497791,-15.87297389650221,0.007801787563964879,-0.007801787563964879
2008,14.604730940125398,-15.195269059874601,0.007759200218199425,-0.007759200218199425
2009,14.640519493066554,-15.759480506933446,0.00797082542651495,-0.00797082542651495
2010,15.370644020928879,-16.32935597907112,0.008290077904808513,-0.008290077904808513
2011,14.991984634527206,-15.558015365472794,0.00798204845716377,-0.00798204845716377
2012,14.527916956199212,-15.272083043800787,0.007989562221476731,-0.007989562221476731
2013,14.789823526275061,-15.81017647372494,0.008385464741882842,-0.008385464741882842
2014,14.258802472757443,-15.741197527242559,0.00834594283325707,-0.00834594283325707
2015,14.16061037693735,-14.93938962306265,0.008083283133277774,-0.008083283133277774
2016,14.375663355155224,-14.974336644844778,0.008249786662117842,-0.008249786662117842
2017,14.028215604376244,-14.771784395623756,0.008248841162567189,-0.008248841162567189
2018,14.896072526788537,-15.853927473211463,0.008797835588293168,-0.008797835588293168
2019,14.67041145485035,-15.22958854514965,0.008697280330546064,-0.008697280330546064
2020,13.917240501869282,-13.832759498130716,0.008141819201428646,-0.008141819201428646
2021,13.992058736436023,-14.357941263563978,0.008580129246668733,-0.008580129246668733
2022,14.582715243676782,-15.717284756323217,0.008883519819608665,-0.008883519819608665
2023,13.85812579986758,-14.491874200132422,0.00862550085874858,-0.00862550085874858
2024,15.255002927464478,-14.444997072535523,0.013197180757904547,-0.013197180757904547
